step,call,source,pos_in_draft,token_id,p_target,rejected_token_id,p_draft,logit,logprob
172,172,ar,,79683,0.98866943,,nan,35.657967,-0.011395248
173,173,ar,,1372,0.89967847,,nan,42.612507,-0.10571784
174,174,ar,,311,0.91378589,,nan,36.905762,-0.090158991
175,175,ar,,12564,0.68202643,,nan,36.744926,-0.38268687
176,176,ar,,8,0.95757281,,nan,37.54908,-0.043353517
177,177,ar,,323,0.99999996,,nan,43.330597,-3.5143026e-08
178,178,ar,,1565,0.96141464,,nan,38.266762,-0.039349501
179,179,ar,,55409,0.99999978,,nan,45.300941,-2.2179727e-07
180,180,ar,,63,0.95781987,,nan,37.367722,-0.043095547
181,181,ar,,320,0.99993428,,nan,38.641716,-6.5726278e-05
182,182,ar,,64,0.97514324,,nan,39.172729,-0.025170907
183,183,ar,,10997,0.99973781,,nan,37.786453,-0.00026222694
184,184,ar,,311,0.39207999,,nan,30.258678,-0.93628941
185,185,ar,,3553,0.98485116,,nan,36.694176,-0.015264758
186,186,ar,,8597,0.80824242,,nan,33.441303,-0.21289324
187,187,ar,,24182,0.98557278,,nan,40.084473,-0.014532303
188,188,ar,,79683,0.91607443,,nan,33.299911,-0.08765766
189,189,ar,,5109,0.98193357,,nan,43.922264,-0.018231619
190,190,ar,,4292,0.84287462,,nan,32.436356,-0.17093706
191,191,ar,,256,0.7523765,,nan,39.022129,-0.28451841
192,192,ar,,481,0.99999962,,nan,41.245426,-3.8317152e-07
193,193,ar,,1565,0.69269263,,nan,32.033848,-0.36716891
194,194,ar,,55409,0.66525565,,nan,32.989899,-0.40758388
195,195,ar,,1165,0.55487251,,nan,31.8675,-0.5890169
196,196,ar,,5541,0.99864138,,nan,33.965714,-0.0013595444
197,197,ar,,25,0.86651608,,nan,29.80242,-0.14327462
198,198,ar,,576,0.49814742,,nan,29.492359,-0.69685922
199,199,ar,,1565,0.34926282,,nan,29.107826,-1.0519306
200,200,ar,,55409,0.9999658,,nan,37.016342,-3.4199992e-05
201,201,ar,,63,0.99985361,,nan,36.706825,-0.00014640469
202,202,ar,,10997,0.85439939,,nan,34.459778,-0.15735652
203,203,ar,,374,0.96704242,,nan,31.02528,-0.033512913
204,204,ar,,17271,0.84719554,,nan,30.467997,-0.16582375
205,205,ar,,1172,0.29713928,,nan,28.558109,-1.2135543
206,206,ar,,3055,0.94683473,,nan,36.4258,-0.054630726
207,207,ar,,979,0.54132557,,nan,29.421505,-0.61373439
208,208,ar,,279,0.98872657,,nan,32.817883,-0.011337462
209,209,ar,,729,0.99668248,,nan,34.717049,-0.0033230376
210,210,ar,,374,0.99501934,,nan,32.002144,-0.0049931083
211,211,ar,,1156,0.67420465,,nan,33.060055,-0.39422158
212,212,ar,,2598,0.73583886,,nan,32.551819,-0.30674412
213,213,ar,,13,0.48404991,,nan,30.103035,-0.72556726
214,214,ar,,3719,0.40432592,,nan,29.575291,-0.90553398
215,215,ar,,71357,0.99825916,,nan,33.820728,-0.001742352
216,216,ar,,6738,0.8877552,,nan,32.606953,-0.11905925
217,217,ar,,25978,0.56235043,,nan,28.287374,-0.57563008
218,218,ar,,279,0.52037733,,nan,35.596764,-0.6532011
219,219,ar,,1852,0.98338271,,nan,34.078232,-0.016756909
220,220,ar,,10997,0.90962213,,nan,33.138428,-0.094726006
221,221,ar,,11,0.51338191,,nan,28.89217,-0.66673525
222,222,ar,,892,0.43035909,,nan,26.422665,-0.84313533
223,223,ar,,374,0.42614511,,nan,27.066893,-0.85297535
224,224,ar,,3170,0.72504895,,nan,27.176155,-0.3215161
225,225,ar,,432,0.80707592,,nan,28.365704,-0.21433754
226,226,ar,,374,0.50261974,,nan,28.20002,-0.68792139
227,227,ar,,5823,0.31660652,,nan,26.475891,-1.1500955
228,228,ar,,438,0.94974369,,nan,31.216627,-0.051563128
229,229,ar,,264,0.58839519,,nan,35.123459,-0.53035646
230,230,ar,,1638,0.89981402,,nan,32.763058,-0.10556719
231,231,ar,,5693,0.96640438,,nan,35.255772,-0.034172924
232,232,ar,,382,0.85066568,,nan,30.071619,-0.16173608
233,233,ar,,18,0.99999497,,nan,46.102135,-5.0333637e-06
234,234,ar,,13,0.99999995,,nan,41.740501,-4.7209769e-08
235,235,ar,,3070,0.99999899,,nan,40.772381,-1.0132477e-06
236,236,ar,,3978,0.9695547,,nan,33.440178,-0.030918387
237,237,ar,,46024,0.51436729,,nan,38.315193,-0.66481769
238,238,ar,,334,0.99575702,,nan,37.082741,-0.0042520046
239,239,ar,,510,0.9999361,,nan,43.395706,-6.3897083e-05
240,240,ar,,256,0.99989675,,nan,46.49519,-0.00010325149
241,241,ar,,481,0.99996304,,nan,44.062286,-3.6959731e-05
242,242,ar,,1565,0.73243329,,nan,36.155907,-0.31138301
243,243,ar,,333,0.99985139,,nan,42.326141,-0.00014862096
244,244,ar,,308,0.99999996,,nan,41.464321,-3.8670567e-08
245,245,ar,,2651,0.52928091,,nan,32.72274,-0.63623596
246,246,ar,,220,0.99999955,,nan,42.257645,-4.4723559e-07
247,247,ar,,16,0.99999924,,nan,37.402077,-7.5793774e-07
248,248,ar,,25,0.39279112,,nan,33.991783,-0.9344773
249,249,ar,,470,0.99986688,,nan,38.113487,-0.00013313095
250,250,ar,,308,0.99999989,,nan,40.152912,-1.0599973e-07
251,251,ar,,44622,0.99611856,,nan,36.592167,-0.0038889921
252,252,ar,,1416,0.37290103,,nan,33.433517,-0.98644222
253,253,ar,,1565,0.98532583,,nan,38.328613,-0.0147829
254,254,ar,,77,0.99999973,,nan,43.727783,-2.6955044e-07
255,255,ar,,63,0.99990789,,nan,40.923737,-9.2110132e-05
