step,call,source,pos_in_draft,token_id,p_target,rejected_token_id,p_draft,logit,logprob
72,29,bonus,,262,0.99999918,,nan,45.772118,-8.1778713e-07
73,30,ar,,470,0.99999985,,nan,47.10733,-1.5071042e-07
74,31,draft,0,21438,0.99999993,,0.99999848,44.920486,-6.9062057e-08
75,31,draft,1,7669,1,,0.99998992,52.704353,-6.5112515e-10
76,31,draft,2,2533,0.51738551,,0.99998607,43.151604,-0.65896702
77,31,bonus,,2,0.99668966,,nan,42.402351,-0.0033158357
78,32,ar,,13383,0.97548701,,nan,37.742966,-0.024818434
79,33,draft,0,10431,0.98417935,,0.93340628,38.118252,-0.015947129
80,33,draft,1,510,0.80496997,,0.99379011,39.079185,-0.21695031
81,33,correction,2,1350,0.88004389,77,0.92598113,41.578449,-0.1277835
82,34,ar,,955,0.99999319,,nan,49.382374,-6.8117791e-06
83,35,draft,0,579,0.99995207,,0.9999499,42.280472,-4.793101e-05
84,35,draft,1,39345,1,,0.99903277,47.446228,-3.2365264e-09
85,35,draft,2,7,0.99999995,,0.99999984,47.124432,-4.6117655e-08
86,35,bonus,,16,0.99735422,,nan,37.839985,-0.0026492891
87,36,ar,,15,0.99999011,,nan,41.102791,-9.8902711e-06
88,37,draft,0,593,0.99240134,,0.9987334,40.96653,-0.0076276762
89,37,draft,1,220,0.99990516,,0.99196051,44.21537,-9.4846658e-05
90,37,draft,2,671,0.99999998,,0.99639226,43.981453,-1.7704314e-08
91,37,bonus,,9258,0.94411422,,nan,35.958099,-0.057508122
92,38,ar,,25,0.7890294,,nan,36.514317,-0.2369517
93,39,draft,0,220,0.99999876,,0.78794874,40.737823,-1.2412163e-06
94,39,draft,1,20,0.99999974,,0.9991976,41.812172,-2.6412133e-07
95,39,draft,2,20,0.99999994,,0.99867261,39.693233,-6.2545832e-08
96,39,bonus,,198,0.99999366,,nan,40.17564,-6.3407159e-06
97,40,ar,,13874,0.88573345,,nan,37.599968,-0.12133922
98,41,draft,0,19324,0.99998927,,0.79553631,41.694572,-1.0733792e-05
99,41,draft,1,14374,0.99456102,,0.99953747,43.149387,-0.0054538213
100,41,draft,2,71287,0.96865638,,0.8688023,42.163376,-0.031845342
101,41,bonus,,271,0.36851217,,nan,37.144264,-0.99828155
102,42,ar,,16,0.60181915,,nan,36.012909,-0.50779829
103,43,draft,0,13,0.99999998,,0.73139483,43.564854,-2.0956466e-08
104,43,draft,1,3070,0.99994772,,0.99999956,44.189346,-5.228582e-05
105,43,correction,2,46402,0.84351038,5152,0.99892568,33.323799,-0.17018308
106,44,ar,,2022,0.99972581,,nan,34.757748,-0.0002742242
107,45,draft,0,95518,0.63163829,,0.99849847,29.214962,-0.45943837
108,45,correction,1,1096,0.57721017,576,0.55230685,31.552837,-0.54954884
109,46,ar,,14762,0.76079172,,nan,34.37257,-0.27339565
110,47,draft,0,17601,0.55691807,,0.67919674,30.177635,-0.58533713
111,47,draft,1,27572,0.82695741,,0.45532278,34.562874,-0.19000208
112,47,draft,2,279,0.98910842,,0.71891525,32.976135,-0.010951325
113,47,bonus,,3059,0.99812557,,nan,36.219269,-0.001876191
114,48,ar,,315,0.99999671,,nan,39.24057,-3.2893141e-06
115,49,draft,0,11392,0.99802705,,0.99974555,36.118885,-0.0019749018
116,49,draft,1,729,0.99987825,,0.91597919,37.946175,-0.00012175509
117,49,draft,2,6738,0.99999133,,0.99505266,40.25502,-8.6716959e-06
118,49,bonus,,323,0.9798084,,nan,30.936012,-0.020398237
119,50,ar,,312,0.86597455,,nan,33.313278,-0.14389976
120,51,ar,,970,0.9998003,,nan,43.371498,-0.00019971709
121,52,draft,0,1105,0.70729594,,0.99906202,35.37252,-0.34630611
122,52,draft,1,979,0.99849217,,0.91802434,34.20145,-0.0015089681
123,52,draft,2,279,0.99998699,,0.91027271,36.157013,-1.3006086e-05
124,52,bonus,,1852,0.99999615,,nan,39.998985,-3.8521763e-06
125,53,ar,,11127,0.9996196,,nan,35.732193,-0.00038047684
126,54,draft,0,12170,0.99994953,,0.99017969,37.333225,-5.0472891e-05
127,54,draft,1,1549,0.99980476,,0.9937186,38.716324,-0.00019526081
128,54,draft,2,13,0.87289712,,0.99787296,36.203106,-0.13593757
129,54,bonus,,1096,0.47957893,,nan,33.386345,-0.73484679
130,55,ar,,54852,0.54790731,,nan,29.225882,-0.60164915
131,56,ar,,47732,0.8514699,,nan,32.784012,-0.16079113
132,57,draft,0,28117,0.93648639,,0.5657166,34.369064,-0.065620287
133,57,draft,1,323,0.58047115,,0.90154082,32.757675,-0.54391518
134,57,draft,2,11941,0.65093501,,0.60728773,30.98402,-0.42934547
135,57,bonus,,24722,0.64223231,,nan,37.503593,-0.44280518
136,58,ar,,705,0.99998388,,nan,41.048538,-1.6122452e-05
137,59,draft,0,279,0.92720542,,0.99965787,31.074162,-0.075580142
138,59,draft,1,729,0.66284129,,0.83521097,32.64415,-0.4112197
139,59,draft,2,382,0.70945868,,0.69758362,32.386734,-0.34325303
140,59,bonus,,17,0.99702708,,nan,40.926651,-0.0029773511
141,60,ar,,13,1,,nan,44.599636,-3.3780243e-09
142,61,draft,0,3070,0.99998268,,0.99999918,39.972679,-1.7323832e-05
143,61,correction,1,5152,0.96838636,3978,0.99976494,32.439014,-0.032124142
144,62,ar,,19709,0.40490495,,nan,27.433956,-0.90410292
145,63,correction,0,334,0.78791289,95518,0.64689177,32.608955,-0.23836774
146,64,ar,,510,0.99982218,,nan,42.898582,-0.00017783308
147,65,draft,0,256,0.71254326,,0.9966317,42.453457,-0.33891465
148,65,draft,1,481,0.99840076,,0.93287977,42.652046,-0.0016005237
149,65,draft,2,1565,0.5521655,,0.99111599,35.666534,-0.59390745
150,65,bonus,,75326,0.81111462,,nan,34.743969,-0.2093459
151,66,ar,,39345,0.99999662,,nan,39.304165,-3.3807734e-06
152,67,draft,0,1445,0.99923041,,0.99999008,41.264839,-0.00076988774
153,67,draft,1,11,0.99992071,,0.93818507,41.13113,-7.9288457e-05
154,67,draft,2,21438,0.99999994,,0.90361596,39.151184,-5.9004395e-08
155,67,bonus,,1165,0.99924908,,nan,42.078491,-0.0007512019
156,68,ar,,5410,0.99994633,,nan,38.50119,-5.366903e-05
157,69,draft,0,44622,0.917175,,0.99883936,35.07296,-0.086456991
158,69,draft,1,576,0.83011819,,0.98268796,32.935337,-0.18618719
159,69,draft,2,729,0.96266609,,0.61176213,34.363117,-0.038048668
160,69,bonus,,4990,0.81276685,,nan,31.69627,-0.20731098
161,70,ar,,1378,0.50531054,,nan,37.62632,-0.6825821
162,71,correction,0,5977,0.55790213,5029,0.73723733,39.680408,-0.58357172
163,72,ar,,25,0.50956084,,nan,32.853714,-0.67420603
164,73,draft,0,1565,0.98083316,,0.78014919,38.874783,-0.0193529
165,73,draft,1,77,0.99999999,,0.97783671,47.343018,-5.7441876e-09
166,73,draft,2,63,0.51653504,,0.99999701,37.915024,-0.66061216
167,73,bonus,,320,0.88168072,,nan,34.115807,-0.12592529
168,74,ar,,1782,0.97743624,,nan,36.825119,-0.022822221
169,75,correction,0,1922,0.47420016,2309,0.98911292,33.208496,-0.74612578
170,76,ar,,315,0.9592355,,nan,32.875977,-0.041618666
171,77,draft,0,279,0.99837891,,0.93887938,38.904148,-0.0016224035
172,77,draft,1,79683,0.98723152,,0.99192888,35.701332,-0.012850702
173,77,draft,2,1372,0.89985252,,0.99591323,42.703045,-0.1055244
174,77,bonus,,311,0.91690762,,nan,36.965157,-0.086748551
175,78,ar,,12564,0.68202886,,nan,36.844486,-0.38268331
176,79,draft,0,8,0.95547222,,0.47659648,37.517502,-0.045549587
177,79,draft,1,323,0.99999996,,0.96587084,43.347633,-3.5281326e-08
178,79,draft,2,1565,0.95633472,,0.99998952,38.251564,-0.044647305
179,79,bonus,,55409,0.99999977,,nan,45.333481,-2.2623909e-07
180,80,ar,,63,0.96084966,,nan,37.342304,-0.039937319
181,81,draft,0,320,0.99993046,,0.93863781,38.671829,-6.9542709e-05
182,81,draft,1,64,0.97519273,,0.99458279,39.286583,-0.025120159
183,81,draft,2,10997,0.99972988,,0.94095118,37.841591,-0.00027015838
184,81,bonus,,1483,0.3858011,,nan,30.337175,-0.95243332
185,82,ar,,311,0.77832423,,nan,38.243324,-0.25061209
186,83,ar,,3553,0.97361804,,nan,37.243637,-0.026736205
187,84,draft,0,8597,0.86285606,,0.96932421,33.553223,-0.1475074
188,84,draft,1,24182,0.98340365,,0.57156356,40.19075,-0.016735616
189,84,draft,2,79683,0.94391606,,0.97569531,33.57148,-0.05771804
190,84,bonus,,5109,0.98700928,,nan,44.330856,-0.013075835
191,85,ar,,4292,0.80339226,,nan,32.623055,-0.21891219
192,86,draft,0,256,0.681749,,0.47687763,38.991707,-0.38309372
193,86,draft,1,481,0.9999995,,0.95103095,41.127167,-5.0054433e-07
194,86,draft,2,1565,0.66167794,,0.99996002,31.934559,-0.41297634
195,86,bonus,,55409,0.75353417,,nan,33.160919,-0.28298091
196,87,ar,,1165,0.53356742,,nan,31.844135,-0.62816985
197,88,draft,0,5541,0.9987392,,0.2617337,33.98922,-0.0012615998
198,88,draft,1,25,0.84578162,,0.99783154,29.679611,-0.16749408
199,88,correction,2,576,0.49963879,1096,0.74017815,29.493662,-0.69386987
200,89,ar,,1565,0.33841358,,nan,29.032696,-1.0834865
201,90,ar,,55409,0.99996921,,nan,37.263458,-3.0787556e-05
202,91,draft,0,63,0.99985823,,0.99669686,36.635204,-0.00014178418
203,91,draft,1,10997,0.87075406,,0.99902287,34.541374,-0.13839571
204,91,draft,2,374,0.96769505,,0.81134642,31.081684,-0.032838275
205,91,bonus,,17271,0.84339369,,nan,30.524776,-0.17032142
206,92,ar,,1172,0.30246824,,nan,28.596397,-1.195779
207,93,ar,,3055,0.95126918,,nan,36.471031,-0.049958212
208,94,correction,0,979,0.51030829,11,0.58736847,29.292007,-0.67274024
209,95,ar,,279,0.98806873,,nan,32.902618,-0.01200302
210,96,draft,0,729,0.99636038,,0.97929174,34.765755,-0.0036462589
211,96,draft,1,374,0.99456113,,0.99489766,32.068947,-0.0054537171
212,96,correction,2,1156,0.69161465,2598,0.93566776,33.166191,-0.36872634
213,97,ar,,2598,0.76171811,,nan,32.568462,-0.27217872
214,98,correction,0,13,0.47479788,11,0.9646488,30.067854,-0.74486609
215,99,ar,,3719,0.38542872,,nan,29.547379,-0.953399
216,100,ar,,71357,0.99773175,,nan,33.565132,-0.0022708224
217,101,draft,0,6738,0.8938664,,0.99622703,32.565674,-0.11219896
218,101,correction,1,25978,0.58041199,311,0.98713231,28.378532,-0.54401711
219,102,ar,,279,0.53022909,,nan,35.592697,-0.63444612
220,103,ar,,1852,0.98249472,,nan,34.049858,-0.017660313
221,104,draft,0,10997,0.90800651,,0.69963206,33.123207,-0.096503727
222,104,correction,1,11,0.54413017,382,0.77321238,28.937618,-0.60856678
223,105,ar,,892,0.4390075,,nan,26.504717,-0.82323879
224,106,ar,,374,0.40667324,,nan,27.06805,-0.89974528
225,107,ar,,3170,0.71639485,,nan,27.159359,-0.3335238
226,108,ar,,432,0.81921487,,nan,28.359957,-0.19940887
227,109,correction,0,374,0.49185946,594,0.50207534,28.186117,-0.70956225
228,110,ar,,5823,0.34763139,,nan,26.576204,-1.0566126
229,111,draft,0,438,0.95134261,,0.34488864,31.309269,-0.049881014
230,111,correction,1,264,0.55170412,458,0.86787299,35.249249,-0.5947434
231,112,ar,,1638,0.87490907,,nan,32.671879,-0.13363531
232,113,ar,,5693,0.96195315,,nan,35.208755,-0.03878953
233,114,draft,0,382,0.84646908,,0.85588066,30.118992,-0.16668161
234,114,draft,1,18,0.99999424,,0.71721972,45.947197,-5.7595665e-06
235,114,draft,2,13,0.99999994,,0.99992517,41.550385,-5.6340621e-08
236,114,bonus,,3070,0.99999899,,nan,40.793179,-1.0137823e-06
237,115,ar,,3978,0.96531176,,nan,33.273026,-0.035304165
238,116,draft,0,46024,0.5325727,,0.95170579,38.231625,-0.63003586
239,116,draft,1,334,0.99531173,,0.5973148,36.902569,-0.0046992916
240,116,draft,2,510,0.99991997,,0.93922819,43.191769,-8.0031717e-05
241,116,bonus,,256,0.99990402,,nan,46.509529,-9.598052e-05
242,117,ar,,481,0.9999604,,nan,43.983955,-3.9598928e-05
243,118,correction,0,1565,0.72490054,1416,0.99926018,36.048061,-0.32172083
244,119,ar,,333,0.99982131,,nan,42.176933,-0.00017870122
245,120,draft,0,308,0.99999996,,0.82407193,41.452003,-4.1199772e-08
246,120,correction,1,2651,0.52026483,304,0.99986379,32.719028,-0.6534173
247,121,ar,,220,0.99999951,,nan,42.173214,-4.9129895e-07
248,122,draft,0,16,0.99999931,,0.99999526,37.532799,-6.8645416e-07
249,122,correction,1,25,0.39349374,44622,0.99993101,33.8839,-0.93269013
250,123,ar,,470,0.99986919,,nan,38.099541,-0.0001308162
251,124,draft,0,308,0.9999999,,0.87913539,40.235954,-1.0227654e-07
252,124,draft,1,44622,0.99625327,,0.99999177,36.673271,-0.0037537698
253,124,draft,2,1416,0.38358498,,0.93576236,33.344158,-0.9581941
254,124,bonus,,1565,0.98400569,,nan,38.316723,-0.016123604
255,125,ar,,77,0.99999975,,nan,43.696953,-2.5489504e-07
