step,call,source,pos_in_draft,token_id,p_target,rejected_token_id,p_draft,logit,logprob
75,50,draft,0,7669,1,,nan,52.621803,-9.200285e-10
76,50,draft,1,921,0.518933,,nan,43.225227,-0.6559805
77,50,bonus,,13874,0.99999819,,nan,43.588737,-1.8064096e-06
78,51,ar,,19324,0.99983607,,nan,38.232582,-0.00016394223
79,52,draft,0,14374,0.98827979,,0.99939106,41.843094,-0.011789432
80,52,bonus,,71287,0.96097802,,nan,41.500443,-0.039803743
81,53,ar,,271,0.38088005,,nan,36.995113,-0.96527078
82,54,ar,,16,0.60992156,,nan,35.859211,-0.49442492
83,55,draft,0,13,0.99999999,,0.7234326,44.276482,-1.1655309e-08
84,55,bonus,,3070,0.99996036,,nan,44.056412,-3.9636794e-05
85,56,ar,,46402,0.83290624,,nan,33.074879,-0.1828342
86,57,ar,,2022,0.99948509,,nan,34.068199,-0.00051504124
87,58,correction,0,95518,0.49613164,10466,0.99701065,28.186283,-0.70091399
88,59,ar,,1096,0.51997847,,nan,31.216545,-0.65396787
89,60,ar,,14762,0.81386826,,nan,33.847824,-0.20595677
90,61,draft,0,17601,0.5239936,,0.61340711,29.878025,-0.64627581
91,61,bonus,,27572,0.83058196,,nan,34.515648,-0.18562866
92,62,ar,,279,0.988502,,nan,33.000153,-0.011564611
93,63,draft,0,3059,0.99712827,,0.77476601,36.006279,-0.002875862
94,63,bonus,,315,0.99999647,,nan,38.989067,-3.5349957e-06
95,64,ar,,11392,0.99742721,,nan,35.723145,-0.0025761032
96,65,draft,0,729,0.99988756,,0.91094269,38.010174,-0.00011244926
97,65,bonus,,6738,0.99999153,,nan,40.269348,-8.4652496e-06
98,66,ar,,323,0.98314753,,nan,31.0343,-0.016996093
99,67,correction,0,312,0.91274218,13451,0.96636466,33.559052,-0.091301822
100,68,ar,,970,0.99976175,,nan,43.443741,-0.00023827406
101,69,draft,0,1105,0.72403965,,0.9990351,35.32695,-0.32290913
102,69,bonus,,979,0.9979922,,nan,33.721821,-0.0020098197
103,70,ar,,279,0.99998462,,nan,36.03685,-1.5379834e-05
104,71,draft,0,1852,0.99999451,,0.99608166,39.843952,-5.4894397e-06
105,71,bonus,,11127,0.99956878,,nan,35.638672,-0.00043131264
106,72,ar,,12170,0.99994435,,nan,37.342491,-5.5655404e-05
107,73,draft,0,1549,0.99972744,,0.993714,38.543953,-0.00027259366
108,73,bonus,,13,0.8736865,,nan,36.158894,-0.13503367
109,74,ar,,1096,0.47551392,,nan,33.176498,-0.74335913
110,75,correction,0,54852,0.50671656,11941,0.4397609,28.882147,-0.67980349
111,76,ar,,47732,0.82240562,,nan,32.299622,-0.19552155
112,77,draft,0,28117,0.9489673,,0.6239359,34.160797,-0.052380939
113,77,bonus,,323,0.5602142,,nan,32.429245,-0.57943607
114,78,ar,,11941,0.63190678,,nan,30.721817,-0.4590134
115,79,draft,0,24722,0.64239592,,0.65432791,37.168274,-0.44255047
116,79,bonus,,705,0.99997396,,nan,40.761559,-2.6044601e-05
117,80,ar,,279,0.92667735,,nan,31.018143,-0.076149836
118,81,draft,0,729,0.68128712,,0.8260847,32.473953,-0.38377145
119,81,bonus,,382,0.71837403,,nan,32.24593,-0.33076491
120,82,ar,,17,0.99517041,,nan,40.595112,-0.004841291
121,83,draft,0,13,1,,0.99340287,44.821243,-3.6489825e-09
122,83,bonus,,3070,0.99996518,,nan,39.536766,-3.4818962e-05
123,84,correction,0,5152,0.92773657,46402,nan,31.759703,-0.075007457
124,85,ar,,13522,0.4780535,,nan,27.537003,-0.73803263
125,86,ar,,334,0.93351317,,nan,33.298275,-0.068800209
126,87,draft,0,510,0.99999638,,0.71890353,43.881592,-3.6220905e-06
127,87,bonus,,256,0.78689716,,nan,42.965801,-0.23965772
128,88,ar,,481,0.99999794,,nan,44.172283,-2.0588808e-06
129,89,draft,0,1565,0.98702519,,0.99995547,39.479538,-0.013059716
130,89,bonus,,77,0.99983032,,nan,42.059624,-0.00016969472
131,90,ar,,44622,0.95247367,,nan,40.19767,-0.048692816
132,91,draft,0,576,0.93255575,,0.9799931,34.308826,-0.069826346
133,91,bonus,,1922,0.48269659,,nan,32.719963,-0.72836701
134,92,ar,,315,0.94151915,,nan,32.40802,-0.060260594
135,93,draft,0,279,0.99979373,,0.78585752,40.03307,-0.00020628832
136,93,bonus,,79683,0.99537421,,nan,36.269711,-0.0046365222
137,94,ar,,1372,0.95300228,,nan,43.64349,-0.048137985
138,95,correction,0,311,0.86691179,1667,nan,36.846779,-0.14281805
139,96,ar,,12564,0.63797023,,nan,36.810932,-0.44946365
140,97,ar,,624,0.99212065,,nan,37.36026,-0.0079105606
141,98,draft,0,256,0.99999949,,0.88437148,43.165146,-5.0889375e-07
142,98,bonus,,481,1,,nan,46.398846,-3.2567247e-09
143,99,draft,0,1565,0.99999937,,nan,41.735634,-6.2728919e-07
144,99,correction,1,55409,0.99999964,77,nan,45.327999,-3.5825806e-07
145,100,ar,,44622,0.96312151,,nan,37.259171,-0.037575699
146,101,draft,0,362,0.99058025,,0.94273874,37.951233,-0.0094643935
147,101,bonus,,10997,0.99952959,,nan,36.946053,-0.00047051818
148,102,ar,,429,0.55639199,,nan,30.421906,-0.58628222
149,103,draft,0,10533,0.80282731,,0.3758973,32.020226,-0.21961564
150,103,bonus,,8597,0.83009587,,nan,34.489605,-0.18621408
151,104,ar,,24182,0.99080098,,nan,40.594292,-0.0092415942
152,105,draft,0,79683,0.99832683,,0.96621564,35.399239,-0.0016745716
153,105,bonus,,5109,0.99019679,,nan,43.769608,-0.0098515777
154,106,ar,,311,0.4024364,,nan,30.935135,-0.91021821
155,107,draft,0,5648,0.97601108,,0.51903151,32.985806,-0.024281339
156,107,bonus,,47732,0.64842181,,nan,34.188438,-0.43321385
157,108,ar,,28117,0.94359169,,nan,33.333157,-0.058061739
158,109,correction,0,382,0.85519685,323,nan,34.481339,-0.1564236
159,110,ar,,18,0.99997273,,nan,43.377216,-2.7268258e-05
160,111,ar,,13,0.99999993,,nan,42.643082,-7.2169117e-08
161,112,draft,0,3070,0.99999773,,0.99999826,39.723934,-2.269081e-06
162,112,bonus,,3978,0.97084368,,nan,32.330154,-0.029589816
163,113,ar,,46024,0.57136811,,nan,37.857941,-0.5597216
164,114,draft,0,334,0.99096921,,0.75404227,36.496929,-0.0090718135
165,114,bonus,,510,0.99977283,,nan,42.074352,-0.00022719743
166,115,draft,0,256,0.99966477,,nan,45.813072,-0.00033529055
167,115,draft,1,481,0.9998723,,nan,42.675743,-0.00012770639
168,115,bonus,,1416,0.91990415,,nan,36.396816,-0.083485794
169,116,ar,,1565,0.99869138,,nan,39.216667,-0.0013094724
170,117,draft,0,77,0.99999188,,0.99414138,42.019661,-8.1199962e-06
171,117,bonus,,63,0.68290477,,nan,33.297592,-0.38139986
172,118,ar,,374,0.99926282,,nan,37.13092,-0.00073744982
173,119,correction,0,220,0.52243422,2686,0.99830083,34.958,-0.6492562
174,120,ar,,15,0.99971718,,nan,37.649361,-0.00028286342
175,121,draft,0,476,0.71758555,,0.98371441,38.317535,-0.33186311
176,121,bonus,,220,0.9999834,,nan,41.361916,-1.6595187e-05
177,122,ar,,16,1,,nan,43.836151,-3.9975134e-09
178,123,draft,0,11,0.99893182,,nan,41.272133,-0.0010687473
179,123,correction,1,279,0.66718394,21438,nan,34.904099,-0.4046895
180,124,ar,,729,0.75763203,,nan,32.906925,-0.27755745
181,125,correction,0,4675,0.79079325,382,nan,34.494728,-0.23471873
182,126,ar,,1565,0.9998013,,nan,39.378139,-0.00019871579
183,127,ar,,77,0.9999923,,nan,43.631836,-7.6958528e-06
184,128,draft,0,63,0.90979827,,nan,36.313797,-0.094532384
185,128,correction,1,5961,0.54113759,374,nan,32.398476,-0.6140817
186,129,ar,,1576,0.35962525,,nan,33.32959,-1.0226928
187,130,draft,0,279,0.72114945,,0.28964919,33.964165,-0.32690887
188,130,bonus,,1156,0.62752526,,nan,31.913109,-0.46597135
189,131,ar,,1378,0.99225343,,nan,35.829021,-0.0077767308
190,132,draft,0,79683,0.99088578,,0.91326009,36.838654,-0.0091560125
191,132,bonus,,5109,0.99999554,,nan,43.873753,-4.4553673e-06
192,133,correction,0,525,0.99645153,311,nan,37.707977,-0.0035547771
193,134,ar,,220,0.93187775,,nan,33.34573,-0.070553639
194,135,draft,0,15,0.99999775,,0.91766539,42.393135,-2.2457295e-06
195,135,bonus,,323,0.99996831,,nan,42.835609,-3.1686e-05
196,136,ar,,220,1,,nan,45.558235,-4.4652528e-09
197,137,draft,0,16,0.99999997,,0.99988846,38.196472,-3.4401188e-08
198,137,bonus,,11,0.40220718,,nan,34.798851,-0.91078796
199,138,correction,0,15576,0.99998879,279,nan,36.90683,-1.1213491e-05
200,139,ar,,382,0.91563428,,nan,39.382919,-0.088138257
201,140,draft,0,19,0.99999553,,0.67047256,45.190372,-4.4723151e-06
202,140,bonus,,13,0.99999998,,nan,41.970715,-2.4736906e-08
203,141,ar,,3070,0.99999927,,nan,40.839279,-7.3097648e-07
204,142,correction,0,78542,0.90211502,3978,nan,35.168457,-0.10301326
205,143,ar,,74216,0.51203324,,nan,33.925518,-0.66936573
206,144,ar,,334,0.96874802,,nan,34.692787,-0.031750738
207,145,draft,0,510,0.99973046,,0.97688537,39.695412,-0.00026957157
208,145,bonus,,256,0.99998117,,nan,46.080315,-1.8832303e-05
209,146,draft,0,481,0.99999444,,nan,43.626053,-5.5577169e-06
210,146,draft,1,1416,0.87585113,,nan,36.513897,-0.13255914
211,146,bonus,,279,0.51483695,,nan,37.011177,-0.66390503
212,147,ar,,1102,0.84576658,,nan,34.923729,-0.16751187
213,148,draft,0,369,0.93467034,,0.30210931,37.936642,-0.067561394
214,148,bonus,,1565,0.97085382,,nan,37.276917,-0.029579365
215,149,ar,,77,0.97439183,,nan,40.782619,-0.025941772
216,150,draft,0,63,0.99999206,,nan,40.318451,-7.9423756e-06
217,150,correction,1,374,0.96190413,5961,nan,37.710907,-0.038840487
218,151,correction,0,537,0.69329905,220,nan,39.864212,-0.36629385
219,152,ar,,2669,0.64533387,,nan,41.06295,-0.43798747
220,153,draft,0,304,0.95227001,,0.74700197,40.573967,-0.048906661
221,153,bonus,,1565,0.57921429,,nan,40.46566,-0.54608277
222,154,ar,,55409,0.99999989,,nan,47.867493,-1.0576065e-07
223,155,correction,0,7808,0.99857355,44622,nan,38.686676,-0.0014274679
224,156,ar,,279,0.88787731,,nan,37.542618,-0.11892171
225,157,ar,,729,0.99976673,,nan,37.611832,-0.0002333008
226,158,correction,0,47417,0.41413125,4675,nan,30.704456,-0.88157233
227,159,ar,,432,0.78709305,,nan,36.648727,-0.23940881
228,160,draft,0,553,0.61103095,,0.80950714,33.646805,-0.49260767
229,160,bonus,,52847,0.54215258,,nan,32.429581,-0.6122078
230,161,ar,,8098,0.84578562,,nan,35.36874,-0.16748935
231,162,draft,0,5086,0.82979923,,0.9148298,36.348877,-0.1865715
232,162,bonus,,369,0.82430267,,nan,38.315361,-0.1932175
233,163,ar,,1565,0.91503549,,nan,36.112488,-0.088792432
234,164,draft,0,77,0.96126151,,nan,41.266399,-0.039508787
235,164,correction,1,12,0.88590164,63,nan,44.533112,-0.12114936
236,165,ar,,16,0.99999731,,nan,47.303177,-2.6895497e-06
237,166,draft,0,63,0.99996291,,0.99972521,42.08416,-3.7086947e-05
238,166,bonus,,323,0.99999987,,nan,44.353348,-1.3159946e-07
239,167,ar,,1565,0.99999955,,nan,41.080383,-4.4947673e-07
240,168,draft,0,77,0.99999997,,0.9998878,42.223045,-2.8066538e-08
241,168,bonus,,12,0.99999995,,nan,46.061066,-4.7350113e-08
242,169,correction,0,17,0.99999976,16,nan,37.929443,-2.3628737e-07
243,170,ar,,7808,0.73489169,,nan,33.521591,-0.30803216
244,171,draft,0,323,0.76598363,,0.50871118,31.509695,-0.26659448
245,171,bonus,,10533,0.49439016,,nan,33.38221,-0.70443027
246,172,ar,,279,0.98387319,,nan,36.751987,-0.016258266
247,173,draft,0,1102,0.98648501,,0.94001245,36.954239,-0.013607154
248,173,bonus,,304,0.99885512,,nan,37.158527,-0.0011455314
249,174,ar,,1565,0.96209237,,nan,40.868507,-0.038644819
250,175,draft,0,55409,0.9999999,,nan,48.715313,-1.019663e-07
251,175,correction,1,62338,0.55806475,7808,nan,36.493298,-0.58328029
252,176,ar,,20,0.98637903,,nan,38.223267,-0.013714589
253,177,draft,0,13,0.99999995,,0.98843764,41.970818,-5.1144857e-08
254,177,bonus,,3070,0.99999675,,nan,40.214828,-3.254446e-06
255,178,correction,0,5598,0.69781925,78542,nan,30.098522,-0.35979516
