step,call,source,pos_in_draft,token_id,p_target,rejected_token_id,p_draft,logit,logprob
72,31,draft,2,262,0.99999919,,0.99996219,45.799595,-8.0924276e-07
73,31,bonus,,470,0.99999986,,nan,47.33271,-1.4335556e-07
74,32,ar,,21438,0.99999993,,nan,44.83519,-7.3335015e-08
75,33,draft,0,7669,1,,nan,52.755844,-7.6473894e-10
76,33,draft,1,921,0.52006639,,nan,43.214493,-0.65379881
77,33,correction,2,13874,0.99999827,262,nan,43.561375,-1.7274688e-06
78,34,ar,,19324,0.9998312,,nan,38.193085,-0.0001688162
79,35,draft,0,14374,0.98921266,,0.99932651,41.937847,-0.010845944
80,35,draft,1,71287,0.96338156,,0.77245762,41.643578,-0.037305726
81,35,correction,2,271,0.37512472,1447,0.87931263,37.052322,-0.98049672
82,36,ar,,16,0.61286728,,nan,35.901539,-0.48960688
83,37,draft,0,13,0.99999999,,0.69850688,43.925133,-1.3526749e-08
84,37,draft,1,3070,0.99996046,,0.99999943,44.099415,-3.9539883e-05
85,37,correction,2,46402,0.83964709,5152,0.99885819,33.170204,-0.17477361
86,38,ar,,2022,0.99950957,,nan,34.142639,-0.0004905489
87,39,correction,0,95518,0.49638068,10466,0.99719483,28.211939,-0.70041215
88,40,ar,,1096,0.51960453,,nan,31.215921,-0.65468727
89,41,ar,,14762,0.81479206,,nan,33.850536,-0.20482234
90,42,draft,0,17601,0.53206679,,0.60853381,29.923962,-0.63098625
91,42,draft,1,27572,0.85912519,,0.38486968,34.663498,-0.15184062
92,42,draft,2,279,0.98903735,,0.71848931,33.014317,-0.01102318
93,42,bonus,,3059,0.99734106,,nan,36.028633,-0.0026624775
94,43,ar,,315,0.9999966,,nan,39.159599,-3.3990141e-06
95,44,draft,0,11392,0.99756354,,0.99969162,35.834324,-0.0024394282
96,44,draft,1,729,0.99988074,,0.90668613,38.051712,-0.00011926887
97,44,draft,2,6738,0.99998932,,0.99316438,40.206276,-1.0676147e-05
98,44,bonus,,323,0.98412387,,nan,31.194304,-0.016003501
99,45,ar,,312,0.90463483,,nan,33.466362,-0.10022392
100,46,ar,,970,0.99978679,,nan,43.380047,-0.00021322843
101,47,draft,0,1105,0.67366478,,0.99899505,35.191475,-0.39502265
102,47,draft,1,979,0.99813722,,0.91175804,33.885014,-0.0018645149
103,47,draft,2,279,0.99998518,,0.91003773,36.151123,-1.482207e-05
104,47,bonus,,1852,0.99999586,,nan,40.15818,-4.1362403e-06
105,48,ar,,11127,0.99964914,,nan,35.912514,-0.00035092535
106,49,draft,0,12170,0.99994916,,0.98826366,37.435081,-5.0838955e-05
107,49,draft,1,1549,0.99968372,,0.99258734,38.550125,-0.00031633489
108,49,draft,2,13,0.87195008,,0.99839015,36.276642,-0.1370231
109,49,bonus,,1096,0.47507037,,nan,33.155037,-0.74429234
110,50,ar,,54852,0.50307857,,nan,28.910257,-0.68700892
111,51,ar,,47732,0.82898255,,nan,32.368767,-0.18755618
112,52,draft,0,28117,0.94851904,,0.61447784,34.236771,-0.052853418
113,52,draft,1,323,0.57880931,,0.8859953,32.551208,-0.54678221
114,52,draft,2,11941,0.63820394,,0.62941233,30.772118,-0.4490974
115,52,bonus,,24722,0.65142099,,nan,37.34087,-0.42859916
116,53,ar,,705,0.99997378,,nan,40.741348,-2.6216281e-05
117,54,draft,0,279,0.92783215,,0.99955706,31.057335,-0.074904432
118,54,draft,1,729,0.67356845,,0.8112921,32.557365,-0.39516565
119,54,draft,2,382,0.71229144,,0.69424143,32.311508,-0.33926813
120,54,bonus,,17,0.99490117,,nan,40.624844,-0.0051118692
121,55,ar,,13,1,,nan,44.815968,-3.3941046e-09
122,56,draft,0,3070,0.99996717,,0.99999888,39.772881,-3.2828409e-05
123,56,correction,1,5152,0.93279621,3978,0.9998959,31.866751,-0.069568531
124,57,ar,,13522,0.47832117,,nan,27.618855,-0.73747287
125,58,ar,,334,0.92564322,,nan,33.344299,-0.077266413
126,59,draft,0,510,0.99999642,,0.6981303,43.932228,-3.5801166e-06
127,59,draft,1,256,0.79562257,,0.99935779,43.059139,-0.22863037
128,59,draft,2,481,0.99999787,,0.95222789,44.212151,-2.1262468e-06
129,59,bonus,,1565,0.98688921,,nan,39.544495,-0.013197495
130,60,ar,,77,0.99985287,,nan,42.208958,-0.00014714439
131,61,draft,0,44622,0.95501792,,0.99965602,40.138165,-0.046025179
132,61,draft,1,576,0.93555522,,0.97867895,34.406837,-0.06661511
133,61,correction,2,1922,0.48678908,2309,0.97854709,32.743149,-0.71992435
134,62,ar,,315,0.94315276,,nan,32.504971,-0.058527011
135,63,draft,0,279,0.99978951,,0.76013694,40.214996,-0.00021051457
136,63,draft,1,79683,0.99527964,,0.99646684,36.24691,-0.0047315357
137,63,draft,2,1372,0.96241761,,0.99125764,43.81501,-0.03830682
138,63,bonus,,311,0.86618599,,nan,36.913929,-0.14365563
139,64,ar,,12564,0.64616297,,nan,36.834312,-0.43670354
140,65,ar,,624,0.9921682,,nan,37.38496,-0.0078626246
141,66,draft,0,256,0.99999945,,0.88355271,43.072868,-5.4947489e-07
142,66,draft,1,481,1,,0.99986605,46.397186,-3.1664944e-09
143,66,draft,2,1565,0.99999944,,0.99999803,41.853104,-5.5747551e-07
144,66,bonus,,55409,0.99999963,,nan,45.418694,-3.6566914e-07
145,67,ar,,44622,0.95775708,,nan,37.18985,-0.043161098
146,68,draft,0,362,0.99123446,,0.93806131,37.980007,-0.0088041837
147,68,draft,1,10997,0.99959848,,0.95365098,37.135281,-0.00040160276
148,68,correction,2,429,0.56741503,1483,0.99269945,30.432341,-0.56666427
149,69,ar,,10533,0.79333138,,nan,31.992802,-0.23151427
150,70,draft,0,8597,0.82671325,,0.77522273,34.539253,-0.19029738
151,70,draft,1,24182,0.99135812,,0.52666657,40.570538,-0.0086794405
152,70,draft,2,79683,0.99820598,,0.96534884,35.358162,-0.0017956277
153,70,bonus,,5109,0.99020576,,nan,43.862183,-0.0098425193
154,71,ar,,311,0.39805694,,nan,30.944277,-0.92116021
155,72,draft,0,5648,0.97699821,,0.53248212,33.062138,-0.023270454
156,72,draft,1,47732,0.68185791,,0.95243775,34.325932,-0.38293398
157,72,draft,2,28117,0.94310442,,0.70218802,33.433533,-0.058578275
158,72,bonus,,382,0.85212177,,nan,34.581207,-0.16002584
159,73,ar,,18,0.99997573,,nan,43.547295,-2.4268549e-05
160,74,draft,0,13,0.99999993,,0.99935873,42.690521,-6.6919957e-08
161,74,draft,1,3070,0.99999781,,0.99999788,39.777973,-2.1897954e-06
162,74,draft,2,3978,0.96976156,,0.99933716,32.337002,-0.030705054
163,74,bonus,,46024,0.55219307,,nan,37.927841,-0.59385753
164,75,ar,,334,0.99020095,,nan,36.465393,-0.0098473736
165,76,draft,0,510,0.99975282,,0.96769945,42.069382,-0.00024721395
166,76,draft,1,256,0.99961718,,0.99987007,45.805237,-0.00038289001
167,76,draft,2,481,0.99989425,,0.99857403,42.721912,-0.00010575958
168,76,bonus,,1416,0.9245606,,nan,36.478207,-0.078436683
169,77,ar,,1565,0.99869854,,nan,39.247894,-0.0013023035
170,78,draft,0,77,0.99999217,,0.99484572,41.979481,-7.8336957e-06
171,78,draft,1,63,0.68357844,,0.99998275,33.371422,-0.38041387
172,78,draft,2,374,0.99927667,,0.99426973,37.159073,-0.00072359071
173,78,bonus,,220,0.52402961,,nan,35.006653,-0.6462071
174,79,ar,,15,0.99969838,,nan,37.693188,-0.00030166847
175,80,draft,0,476,0.6893566,,0.9850682,38.379169,-0.37199657
176,80,draft,1,220,0.99998316,,0.601787,41.430267,-1.683839e-05
177,80,draft,2,16,1,,0.9892779,43.830681,-4.1651269e-09
178,80,bonus,,11,0.99882667,,nan,41.242355,-0.0011740213
179,81,correction,0,279,0.65638712,21438,nan,34.916107,-0.42100454
180,82,ar,,729,0.74459037,,nan,32.907967,-0.29492105
181,83,correction,0,4675,0.7917004,382,nan,34.459629,-0.23357224
182,84,draft,0,1565,0.99980562,,nan,39.375702,-0.00019440141
183,84,draft,1,77,0.99999172,,nan,43.522285,-8.2789509e-06
184,84,bonus,,63,0.90412198,,nan,36.257027,-0.10079099
185,85,correction,0,5961,0.53894442,374,nan,32.403839,-0.61814283
186,86,ar,,1576,0.35588912,,nan,33.388092,-1.0331361
187,87,ar,,279,0.72776892,,nan,33.963722,-0.3177717
188,88,correction,0,1156,0.6451342,79683,0.75564038,32.024017,-0.43829692
189,89,ar,,1378,0.99182748,,nan,35.840294,-0.0082060973
190,90,draft,0,79683,0.99000763,,0.91187151,36.812428,-0.010042624
191,90,draft,1,5109,0.99999556,,0.98167454,43.931549,-4.4408978e-06
192,90,draft,2,525,0.99712466,,0.99997458,37.843075,-0.0028794818
193,90,bonus,,220,0.93393272,,nan,33.387238,-0.068350876
194,91,ar,,15,0.99999777,,nan,42.402397,-2.2292687e-06
195,92,correction,0,323,0.99996783,476,nan,42.89822,-3.2171051e-05
196,93,draft,0,220,1,,nan,45.608101,-4.3886705e-09
197,93,draft,1,16,0.99999996,,nan,38.159355,-3.5489239e-08
198,93,bonus,,382,0.40570153,,nan,34.778351,-0.90213753
199,94,ar,,19,0.99999418,,nan,45.203976,-5.8242358e-06
200,95,draft,0,13,0.99999997,,0.99990694,42.099674,-2.6593516e-08
201,95,draft,1,3070,0.9999993,,0.99999781,40.820496,-7.0411743e-07
202,95,draft,2,78542,0.8830234,,0.99989538,34.968685,-0.12440358
203,95,bonus,,74216,0.47095709,,nan,34.001167,-0.7529883
204,96,ar,,334,0.97179762,,nan,34.770027,-0.028607702
205,97,draft,0,510,0.99973974,,0.9785825,39.77581,-0.00026029156
206,97,draft,1,256,0.99998446,,0.99986339,46.012863,-1.5540967e-05
207,97,draft,2,481,0.9999946,,0.99994632,43.519928,-5.3956907e-06
208,97,bonus,,1416,0.86984551,,nan,36.414959,-0.13943966
209,98,correction,0,279,0.52940379,1565,nan,37.128532,-0.63600384
210,99,ar,,1102,0.85420501,,nan,35.072506,-0.15758405
211,100,draft,0,369,0.9362157,,0.34365127,37.93573,-0.065909379
212,100,draft,1,1565,0.96817539,,0.91348716,37.226925,-0.032342021
213,100,draft,2,77,0.96396082,,0.97915808,40.600235,-0.036704632
214,100,bonus,,63,0.99999259,,nan,40.455872,-7.409229e-06
215,101,correction,0,374,0.96249784,5961,nan,37.757816,-0.038223457
216,102,correction,0,537,0.66781503,220,nan,39.898643,-0.40374404
217,103,ar,,2669,0.59081338,,nan,40.975403,-0.52625508
218,104,draft,0,304,0.96050041,,0.74171407,40.671028,-0.040300867
219,104,correction,1,1565,0.60807125,279,0.83728273,40.31723,-0.49746322
220,105,ar,,55409,0.99999989,,nan,47.819637,-1.0558766e-07
221,106,correction,0,7808,0.99858903,44622,nan,38.548622,-0.0014119617
222,107,draft,0,279,0.87551861,,nan,37.492241,-0.13293887
223,107,draft,1,729,0.99977349,,nan,37.644089,-0.00022653984
224,107,bonus,,47417,0.40382912,,nan,30.643827,-0.90676345
225,108,ar,,432,0.79584862,,nan,36.807186,-0.22834628
226,109,draft,0,553,0.60007696,,0.79888954,33.557503,-0.51069736
227,109,draft,1,52847,0.54098388,,0.65199677,32.411606,-0.6143658
228,109,draft,2,8098,0.85906761,,0.85728022,35.37986,-0.15190765
229,109,bonus,,5086,0.8392344,,nan,36.416481,-0.17526523
230,110,ar,,369,0.83590627,,nan,38.383972,-0.17923879
231,111,draft,0,1565,0.92145801,,0.49634447,36.103767,-0.081798069
232,111,draft,1,77,0.96199642,,0.94352965,41.233589,-0.03874455
233,111,draft,2,12,0.87761651,,0.99680057,44.666695,-0.13054556
234,111,bonus,,16,0.99999759,,nan,47.25333,-2.4073105e-06
235,112,ar,,63,0.99997011,,nan,42.075272,-2.9889823e-05
236,113,draft,0,323,0.99999989,,0.9996219,44.412281,-1.1390942e-07
237,113,draft,1,1565,0.9999996,,0.9985455,41.046074,-4.0294064e-07
238,113,draft,2,77,0.99999997,,0.99988298,42.106808,-2.9875586e-08
239,113,bonus,,12,0.99999994,,nan,45.722923,-5.7138801e-08
240,114,correction,0,17,0.99999973,16,nan,37.391541,-2.7482734e-07
241,115,ar,,7808,0.72135818,,nan,33.525017,-0.32661948
242,116,draft,0,323,0.755138,,0.51408455,31.56871,-0.28085477
243,116,correction,1,10533,0.4879638,1221,0.49005086,33.372108,-0.71751406
244,117,ar,,279,0.98344201,,nan,36.725632,-0.016696606
245,118,draft,0,1102,0.98717452,,0.94598429,37.031334,-0.012908436
246,118,draft,1,304,0.99886072,,0.98084057,37.256981,-0.0011399343
247,118,draft,2,1565,0.96269491,,0.99604464,40.941921,-0.038018729
248,118,bonus,,55409,0.99999989,,nan,48.493851,-1.1155876e-07
249,119,correction,0,62338,0.58162323,7808,nan,36.612705,-0.54193242
250,120,ar,,20,0.9851682,,nan,38.184113,-0.014942887
251,121,draft,0,13,0.99999996,,0.98947137,42.055099,-3.9528112e-08
252,121,draft,1,3070,0.99999637,,0.99999919,40.103703,-3.6264248e-06
253,121,draft,2,5598,0.69533705,,0.99990422,30.071999,-0.36335859
254,121,bonus,,5162,0.50572502,,nan,31.22464,-0.6817622
255,122,ar,,334,0.98779986,,nan,37.721939,-0.01227517
