step,call,source,pos_in_draft,token_id,p_target,rejected_token_id,p_draft,logit,logprob
100,26,ar,,71287,0.9658336,,nan,42.060226,-0.034763712
101,27,correction,0,271,0.35907727,1447,0.87423787,37.062401,-1.0242177
102,28,ar,,16,0.61224263,,nan,36.024673,-0.49062663
103,29,draft,0,13,0.99999998,,0.71747022,43.647118,-2.1525798e-08
104,29,draft,1,3070,0.99994322,,0.99999956,44.086216,-5.6783097e-05
105,29,correction,2,46402,0.84994917,5152,0.99901027,33.356117,-0.16257873
106,30,ar,,2022,0.99973632,,nan,34.764957,-0.00026371914
107,31,draft,0,95518,0.63488211,,0.9986794,29.192097,-0.45431595
108,31,correction,1,1096,0.57933385,576,0.51567963,31.569954,-0.54587637
109,32,ar,,14762,0.75465803,,nan,34.357838,-0.28149058
110,33,draft,0,17601,0.54450435,,0.66402597,30.154713,-0.60787936
111,33,draft,1,27572,0.81850024,,0.45673577,34.569809,-0.20028159
112,33,draft,2,279,0.99051891,,0.72490836,33.027161,-0.0095263173
113,33,draft,3,3059,0.99814491,,0.7566479,36.186932,-0.00185681
114,33,draft,4,315,0.99999688,,0.98047431,39.206413,-3.1168051e-06
115,33,draft,5,11392,0.99813111,,0.99973937,36.192966,-0.0018706383
116,33,draft,6,729,0.99987811,,0.90950549,37.963207,-0.0001219014
117,33,bonus,,6738,0.99999072,,nan,40.206352,-9.2835002e-06
118,34,ar,,323,0.98144046,,nan,31.074188,-0.018733929
119,35,correction,0,312,0.87688945,13451,0.97295442,33.376781,-0.13137435
120,36,ar,,970,0.99980195,,nan,43.298874,-0.00019807226
121,37,draft,0,1105,0.69506737,,0.99887925,35.225708,-0.3637465
122,37,draft,1,979,0.99863033,,0.91786186,34.355076,-0.001370605
123,37,draft,2,279,0.99998816,,0.91231502,36.289448,-1.1835429e-05
124,37,draft,3,1852,0.99999644,,0.99596585,40.120834,-3.5577321e-06
125,37,draft,4,11127,0.99965284,,0.99816562,36.071232,-0.0003472229
126,37,draft,5,12170,0.99995793,,0.98716293,37.62394,-4.2068737e-05
127,37,draft,6,1549,0.99983733,,0.9931791,38.966835,-0.00016268295
128,37,bonus,,13,0.86907147,,nan,36.29454,-0.14032992
129,38,ar,,1096,0.49828785,,nan,33.373249,-0.69657737
130,39,ar,,54852,0.55691203,,nan,29.329033,-0.58534799
131,40,ar,,47732,0.84933442,,nan,32.832058,-0.16330227
132,41,draft,0,28117,0.95260827,,0.59726391,34.565941,-0.048551509
133,41,draft,1,323,0.57187169,,0.90151299,32.773788,-0.55884063
134,41,draft,2,11941,0.64400662,,0.61697903,30.961075,-0.44004627
135,41,draft,3,24722,0.64684029,,0.68452495,37.541794,-0.43565586
136,41,draft,4,705,0.9999814,,0.63016738,40.962959,-1.8601972e-05
137,41,draft,5,279,0.92611753,,0.99963058,31.072102,-0.076754134
138,41,draft,6,729,0.66733378,,0.8404919,32.620396,-0.40446494
139,41,bonus,,382,0.70501918,,nan,32.355865,-0.34953027
140,42,ar,,17,0.9967974,,nan,41.001648,-0.0032077434
141,43,draft,0,13,1,,0.99504385,44.589474,-3.6329728e-09
142,43,draft,1,3070,0.99998275,,0.99999915,39.888248,-1.7253646e-05
143,43,correction,2,5152,0.97037111,3978,0.99976105,32.541893,-0.030076698
144,44,ar,,19709,0.40246922,,nan,27.442684,-0.91013666
145,45,correction,0,334,0.80056679,95518,0.64459709,32.689064,-0.22243531
146,46,ar,,510,0.99979817,,nan,42.880272,-0.00020184717
147,47,draft,0,256,0.7042703,,0.99664954,42.467861,-0.35059304
148,47,draft,1,481,0.99822058,,0.93542206,42.594635,-0.0017810035
149,47,draft,2,1565,0.56809997,,0.99069232,35.784073,-0.56545787
150,47,draft,3,75326,0.80819882,,0.55654833,34.761612,-0.21294719
151,47,draft,4,39345,0.99999697,,0.77099859,39.314095,-3.031637e-06
152,47,draft,5,1445,0.99909642,,0.99999105,41.09734,-0.00090398645
153,47,draft,6,11,0.99992702,,0.93624445,41.323135,-7.2982126e-05
154,47,bonus,,21438,0.99999995,,nan,39.353134,-5.4187872e-08
155,48,correction,0,1165,0.99907309,340,nan,41.979069,-0.0009273414
156,49,ar,,5410,0.99994415,,nan,38.567883,-5.5848257e-05
157,50,draft,0,44622,0.91925335,,0.99882581,34.982933,-0.084193515
158,50,draft,1,576,0.82610245,,0.98358545,32.950363,-0.19103649
159,50,draft,2,729,0.96290824,,0.60961977,34.403412,-0.037797162
160,50,draft,3,4990,0.8184249,,0.96317246,31.67967,-0.20037364
161,50,correction,4,458,0.49543616,1378,0.71079703,37.690002,-0.70231678
162,51,ar,,7546,0.99739473,,nan,42.346214,-0.0026086664
163,52,draft,0,1565,0.99907731,,0.94618637,41.504131,-0.00092311331
164,52,draft,1,77,1,,0.99647219,51.971077,-8.6828744e-10
165,52,draft,2,63,0.98562001,,0.99999938,39.502506,-0.014484386
166,52,draft,3,323,0.77885035,,0.98223356,34.813324,-0.24993636
167,52,correction,4,458,0.83694338,264,0.90657289,33.750481,-0.17799885
168,53,ar,,10101,0.9995067,,nan,39.350571,-0.00049341914
169,54,draft,0,10997,0.80865023,,0.99720553,32.397469,-0.21238881
170,54,draft,1,1565,0.99938767,,0.49010427,37.287601,-0.00061251864
171,54,draft,2,55409,0.99999987,,0.98543901,47.006271,-1.3167619e-07
172,54,draft,3,63,0.98155686,,0.99995845,37.48288,-0.018615336
173,54,draft,4,320,0.23071501,,0.74297961,31.009804,-1.466572
174,54,draft,5,2258,0.30962421,,0.47974052,29.572899,-1.1723959
175,54,draft,6,374,0.50411832,,0.63107887,28.523621,-0.68494427
176,54,bonus,,458,0.93258057,,nan,33.333839,-0.06979973
177,55,ar,,4287,0.99999011,,nan,40.252922,-9.8915651e-06
178,56,draft,0,10997,0.99426166,,0.9999757,35.075039,-0.0057548714
179,56,draft,1,4292,0.39246133,,0.99455568,30.351841,-0.93531727
180,56,draft,2,256,0.87334474,,0.61951192,40.0252,-0.13542492
181,56,draft,3,481,0.99999974,,0.98297909,41.163383,-2.6050693e-07
182,56,draft,4,1565,0.82175223,,0.99997124,32.903194,-0.19631636
183,56,draft,5,333,0.50192099,,0.45861742,33.034248,-0.68931257
184,56,draft,6,308,0.99999898,,0.5355608,38.507198,-1.0208326e-06
185,56,bonus,,304,0.99875188,,nan,37.639053,-0.0012488948
186,57,draft,0,21438,0.99999997,,nan,40.645775,-2.6178539e-08
187,57,correction,1,44622,0.77559022,510,nan,36.827965,-0.25413097
188,58,ar,,1416,0.36312483,,nan,34.499847,-1.0130086
189,59,ar,,279,0.83876725,,nan,39.410194,-0.17582203
190,60,draft,0,1102,0.82353123,,0.65288284,34.979851,-0.19415381
191,60,draft,1,369,0.960337,,0.28508283,38.18309,-0.040471011
192,60,draft,2,1565,0.96768776,,0.98342913,37.117485,-0.032845802
193,60,draft,3,77,0.99407104,,0.92915981,41.384418,-0.0059466049
194,60,draft,4,63,0.99999263,,0.99952433,40.430565,-7.3749737e-06
195,60,draft,5,374,0.92537378,,0.99994588,37.597805,-0.077557536
196,60,draft,6,2669,0.99956372,,0.79454762,42.925354,-0.00043637625
197,60,bonus,,304,0.79045826,,nan,38.086189,-0.23514242
198,61,ar,,279,0.64156223,,nan,38.581337,-0.44384909
199,62,draft,0,1565,0.59488346,,0.9155348,35.921722,-0.51938975
200,62,draft,1,55409,0.99999978,,0.51476665,48.6036,-2.1600085e-07
201,62,draft,2,63,0.94523873,,0.99994486,39.135448,-0.056317755
202,62,draft,3,10997,0.99971502,,0.87809254,39.96991,-0.00028502371
203,62,draft,4,11,0.99962601,,0.99812979,39.272984,-0.0003740628
204,62,draft,5,432,0.74779961,,0.99596118,36.608158,-0.29062024
205,62,draft,6,4675,0.66962883,,0.83139599,33.401161,-0.40103171
206,62,bonus,,279,0.69695055,,nan,38.383018,-0.36104081
207,63,correction,0,9768,0.81655202,308,nan,36.297955,-0.20266465
208,64,ar,,1102,0.63361827,,nan,40.315289,-0.45630861
209,65,draft,0,624,0.3077738,,0.76913543,30.70295,-1.1783902
210,65,draft,1,256,0.99967146,,0.82578122,43.466534,-0.00032859344
211,65,draft,2,481,0.99999999,,0.99544923,45.26889,-1.4885951e-08
212,65,draft,3,1565,0.99728801,,0.99996906,36.66906,-0.0027156695
213,65,draft,4,333,0.99911179,,0.98631886,39.524895,-0.00088860632
214,65,draft,5,308,0.99999999,,0.57119212,43.441692,-1.4163323e-08
215,65,draft,6,2651,0.99998797,,0.99959341,43.645676,-1.2026291e-05
216,65,bonus,,220,0.99999953,,nan,42.446964,-4.7147326e-07
217,66,draft,0,16,0.99999966,,nan,38.973515,-3.3789529e-07
218,66,correction,1,44622,0.9881054,510,nan,35.386112,-0.011965908
219,67,ar,,5351,0.46278997,,nan,33.051701,-0.77048195
220,68,ar,,1142,0.69605542,,nan,38.230377,-0.36232599
221,69,draft,0,25,0.49953928,,0.68076371,30.077721,-0.69406905
222,69,correction,1,421,0.37688194,1416,0.59993177,29.794083,-0.9758233
223,70,ar,,1565,0.99911907,,nan,39.032898,-0.00088131675
224,71,draft,0,77,0.99999962,,0.99350231,43.373024,-3.7801363e-07
225,71,draft,1,63,0.99937522,,0.99999518,39.630398,-0.0006249713
226,71,draft,2,374,0.99996652,,0.99972002,42.033226,-3.3484594e-05
227,71,draft,3,220,0.92820212,,0.9995258,38.839348,-0.074505772
228,71,draft,4,15,0.99801234,,0.67334588,38.559601,-0.0019896402
229,71,draft,5,476,0.99695093,,0.98554094,39.375328,-0.0030537326
230,71,draft,6,220,0.99999968,,0.98204959,43.644405,-3.2421955e-07
231,71,bonus,,16,0.99999998,,nan,40.280045,-2.2097209e-08
232,72,correction,0,11,0.99953359,44622,nan,41.329849,-0.00046651536
233,73,correction,0,470,0.59387267,21438,nan,33.29607,-0.52109033
234,74,ar,,1565,0.9998169,,nan,39.441643,-0.0001831161
235,75,draft,0,77,0.99999986,,0.99414983,44.407074,-1.4319513e-07
236,75,draft,1,63,0.71441835,,0.99999531,35.209229,-0.33628656
237,75,correction,2,5961,0.3141065,5086,0.5495594,31.516232,-1.1580232
238,76,ar,,624,0.38244682,,nan,33.345673,-0.96116566
239,77,draft,0,256,0.99993729,,0.88400956,43.101254,-6.2709126e-05
240,77,draft,1,481,0.99999997,,0.99949026,43.775772,-3.0234477e-08
241,77,draft,2,1565,0.99901029,,0.99999384,35.700653,-0.00099020258
242,77,draft,3,55409,0.99961131,,0.97989202,37.410995,-0.00038876764
243,77,draft,4,7669,0.99999858,,0.95183689,38.259384,-1.4181279e-06
244,77,draft,5,60,0.99999894,,0.99980641,39.796452,-1.0618357e-06
245,77,draft,6,284,0.99721287,,0.99992238,38.355606,-0.0027910225
246,77,bonus,,75698,0.99893406,,nan,35.881203,-0.001066506
247,78,draft,0,1445,0.99999939,,nan,38.907009,-6.0773133e-07
248,78,draft,1,481,0.99740925,,nan,42.83802,-0.0025941166
249,78,draft,2,220,0.99999969,,nan,39.368095,-3.1294911e-07
250,78,draft,3,16,0.9999999,,nan,36.664265,-9.9313687e-08
251,78,draft,4,11,0.99945463,,nan,40.047314,-0.0005455197
252,78,draft,5,21438,0.99999971,,nan,36.842243,-2.8917069e-07
253,78,draft,6,8,0.99999659,,nan,39.881695,-3.4128657e-06
254,78,draft,7,488,0.99999989,,nan,41.992725,-1.0795823e-07
255,78,bonus,,75698,0.99999918,,nan,38.1222,-8.2297994e-07
