step,call,source,pos_in_draft,token_id,p_target,rejected_token_id,p_draft,logit,logprob
74,50,draft,0,21438,0.99999994,,0.99999848,44.946922,-6.3504741e-08
75,50,bonus,,7669,1,,nan,52.670967,-8.0885787e-10
76,51,ar,,2533,0.52214558,,nan,43.207779,-0.64980885
77,52,draft,0,2,0.99633366,,0.61271604,42.320415,-0.0036730739
78,52,bonus,,13383,0.97461658,,nan,37.733784,-0.025711133
79,53,ar,,10431,0.98338959,,nan,38.122253,-0.01674991
80,54,draft,0,510,0.81254693,,0.99379011,39.066929,-0.2075816
81,54,bonus,,1350,0.87777313,,nan,41.62241,-0.13036711
82,55,ar,,955,0.99999307,,nan,49.274574,-6.9276108e-06
83,56,draft,0,579,0.99995001,,0.9999499,42.238091,-4.9992272e-05
84,56,bonus,,39345,1,,nan,47.468731,-2.9876663e-09
85,57,ar,,7,0.99999996,,nan,47.197121,-4.0494119e-08
86,58,draft,0,16,0.99742429,,0.99994946,37.798782,-0.002579035
87,58,bonus,,15,0.99998974,,nan,41.032528,-1.0262555e-05
88,59,ar,,593,0.99256878,,nan,41.113441,-0.0074589659
89,60,draft,0,220,0.9999057,,0.99196051,44.243744,-9.4300231e-05
90,60,bonus,,671,0.99999998,,nan,43.858398,-1.8363416e-08
91,61,ar,,9258,0.94033295,,nan,35.88773,-0.061521263
92,62,draft,0,25,0.7845036,,0.87201305,36.409149,-0.24270412
93,62,bonus,,220,0.99999858,,nan,40.623581,-1.4230095e-06
94,63,ar,,20,0.9999997,,nan,41.81694,-2.9663027e-07
95,64,draft,0,20,0.99999993,,0.99867261,39.650299,-6.9942958e-08
96,64,bonus,,198,0.99999345,,nan,40.084366,-6.5508047e-06
97,65,ar,,13874,0.86889608,,nan,37.445286,-0.14053174
98,66,draft,0,19324,0.99999052,,0.79553631,42.043163,-9.4844382e-06
99,66,bonus,,14374,0.99464091,,nan,43.164871,-0.0053734975
100,67,ar,,71287,0.96809129,,nan,42.217934,-0.032428892
101,68,correction,0,271,0.35749054,1447,0.87261276,37.109524,-1.0286464
102,69,ar,,16,0.59449602,,nan,35.963242,-0.52004126
103,70,draft,0,13,0.99999998,,0.73139483,43.433224,-2.0726959e-08
104,70,bonus,,3070,0.99994924,,nan,44.226349,-5.076148e-05
105,71,ar,,46402,0.83772615,,nan,33.271538,-0.17706402
106,72,ar,,2022,0.99975773,,nan,34.940071,-0.00024230127
107,73,draft,0,95518,0.6416991,,0.99849847,29.256823,-0.44363578
108,73,bonus,,1096,0.57468317,,nan,31.579321,-0.5539364
109,74,ar,,14762,0.75096582,,nan,34.407146,-0.28639514
110,75,draft,0,17601,0.55261544,,0.67919674,30.131523,-0.59309292
111,75,bonus,,27572,0.81889575,,nan,34.485397,-0.19979849
112,76,ar,,279,0.98976809,,nan,33.000587,-0.010284614
113,77,draft,0,3059,0.99806124,,0.7485498,36.163879,-0.0019406449
114,77,bonus,,315,0.99999659,,nan,39.20332,-3.4127161e-06
115,78,ar,,11392,0.99803058,,nan,36.118416,-0.0019713662
116,79,draft,0,729,0.99986283,,0.91597919,37.90815,-0.0001371812
117,79,bonus,,6738,0.99998745,,nan,39.925385,-1.2549155e-05
118,80,ar,,323,0.98203219,,nan,31.072142,-0.018131191
119,81,correction,0,312,0.87854865,13451,0.97150667,33.388779,-0.129484
120,82,ar,,970,0.99981032,,nan,43.351021,-0.00018969952
121,83,draft,0,1105,0.68484664,,0.99906202,35.185402,-0.37856035
122,83,bonus,,979,0.9984304,,nan,34.197739,-0.0015708286
123,84,ar,,279,0.99998538,,nan,36.101151,-1.4620211e-05
124,85,draft,0,1852,0.99999536,,0.99570563,39.963169,-4.6416481e-06
125,85,bonus,,11127,0.99959985,,nan,35.992096,-0.00040022822
126,86,ar,,12170,0.99995391,,nan,37.558296,-4.609268e-05
127,87,draft,0,1549,0.99982738,,0.9937186,38.864464,-0.00017263069
128,87,bonus,,13,0.8647491,,nan,36.184978,-0.14531587
129,88,ar,,1096,0.49224694,,nan,33.390499,-0.70877478
130,89,ar,,54852,0.55845935,,nan,29.289955,-0.58257344
131,90,ar,,47732,0.83737103,,nan,32.731613,-0.17748802
132,91,draft,0,28117,0.94185997,,0.5657166,34.408806,-0.059898671
133,91,bonus,,323,0.58640816,,nan,32.831345,-0.53373922
134,92,ar,,11941,0.64668404,,nan,30.97468,-0.43589744
135,93,draft,0,24722,0.64586701,,0.66945373,37.560143,-0.43716166
136,93,bonus,,705,0.99998332,,nan,41.033737,-1.6675722e-05
137,94,ar,,279,0.926373,,nan,31.070087,-0.076478313
138,95,draft,0,729,0.66163976,,0.83521097,32.554344,-0.41303403
139,95,bonus,,382,0.71062004,,nan,32.397453,-0.34161739
140,96,ar,,17,0.99697562,,nan,41.050064,-0.0030289635
141,97,draft,0,13,1,,0.99493894,44.706932,-3.325755e-09
142,97,bonus,,3070,0.9999823,,nan,39.867523,-1.7704639e-05
143,98,ar,,5152,0.97095717,,nan,32.577709,-0.029472917
144,99,ar,,19709,0.38765468,,nan,27.352802,-0.94764034
145,100,correction,0,334,0.79976871,95518,0.64689177,32.643669,-0.22343271
146,101,ar,,510,0.99981527,,nan,43.013443,-0.00018474726
147,102,draft,0,256,0.70628146,,0.9966317,42.463078,-0.34774145
148,102,bonus,,481,0.9984675,,nan,42.707005,-0.0015336779
149,103,ar,,1565,0.56111816,,nan,35.74514,-0.57782377
150,104,draft,0,75326,0.82124447,,0.52567311,34.841343,-0.19693444
151,104,bonus,,39345,0.9999967,,nan,39.273338,-3.3031709e-06
152,105,ar,,1445,0.99908144,,nan,41.14304,-0.00091897998
153,106,draft,0,11,0.99991581,,0.93818507,41.150948,-8.4197999e-05
154,106,bonus,,21438,0.99999994,,nan,39.269127,-5.8370007e-08
155,107,ar,,1165,0.99915731,,nan,42.091614,-0.00084304377
156,108,draft,0,5410,0.99994789,,0.91768165,38.443539,-5.2107842e-05
157,108,bonus,,44622,0.91468358,,nan,35.009007,-0.089177088
158,109,ar,,576,0.83519987,,nan,32.981392,-0.18008422
159,110,draft,0,729,0.96229883,,0.61176213,34.370537,-0.038430239
160,110,bonus,,4990,0.80853782,,nan,31.62178,-0.21252783
161,111,ar,,1378,0.50928538,,nan,37.741245,-0.67474676
162,112,correction,0,5977,0.5683656,5029,0.73723733,39.635185,-0.56499041
163,113,ar,,25,0.49149766,,nan,32.801411,-0.7102981
164,114,draft,0,1565,0.98005744,,0.78014919,38.87487,-0.020144101
165,114,bonus,,77,0.99999999,,nan,47.214169,-6.0269974e-09
166,115,ar,,63,0.52668462,,nan,38.057056,-0.64115335
167,116,draft,0,320,0.88636083,,0.74038174,34.160873,-0.12063115
168,116,bonus,,1782,0.97807815,,nan,36.886414,-0.022165708
169,117,ar,,1922,0.471216,,nan,33.147957,-0.75243869
170,118,ar,,315,0.95807025,,nan,32.84726,-0.042834177
171,119,draft,0,279,0.99825057,,0.93887938,38.781216,-0.0017509616
172,119,bonus,,79683,0.98758732,,nan,35.737549,-0.012490361
173,120,ar,,1372,0.90898524,,nan,42.653645,-0.095426423
174,121,draft,0,311,0.91553512,,0.95670633,36.931465,-0.088246557
175,121,bonus,,12564,0.67078162,,nan,36.827904,-0.39931164
176,122,ar,,8,0.95658439,,nan,37.625046,-0.044386262
177,123,draft,0,323,0.99999997,,0.96587084,43.400066,-3.3728763e-08
178,123,bonus,,1565,0.96100545,,nan,38.274151,-0.039775201
179,124,ar,,55409,0.99999975,,nan,45.100182,-2.4689437e-07
180,125,draft,0,63,0.96189395,,0.99985772,37.371796,-0.038851072
181,125,bonus,,320,0.99993577,,nan,38.68243,-6.4234926e-05
182,126,ar,,64,0.97628016,,nan,39.247978,-0.024005683
183,127,draft,0,10997,0.99973082,,0.94095118,37.814098,-0.00026922042
184,127,bonus,,1483,0.39451769,,nan,30.303816,-0.9300913
185,128,ar,,311,0.76354396,,nan,38.105602,-0.26978458
186,129,ar,,3553,0.97442205,,nan,37.187428,-0.025910749
187,130,draft,0,8597,0.87065121,,0.96932421,33.590767,-0.13851383
188,130,bonus,,24182,0.98413578,,nan,40.230438,-0.015991408
189,131,ar,,79683,0.94581466,,nan,33.559448,-0.05570865
190,132,draft,0,5109,0.98672842,,0.67247085,44.326424,-0.013360436
191,132,bonus,,4292,0.80360315,,nan,32.634781,-0.21864972
192,133,ar,,256,0.70090902,,nan,38.916344,-0.35537719
193,134,draft,0,481,0.99999945,,0.95103095,41.085396,-5.5156663e-07
194,134,bonus,,1565,0.67638183,,nan,31.986416,-0.39099752
195,135,ar,,55409,0.71434545,,nan,33.065117,-0.33638861
196,136,ar,,1165,0.53599206,,nan,31.778332,-0.62363592
197,137,draft,0,5541,0.99882205,,0.2617337,33.999207,-0.0011786419
198,137,bonus,,25,0.85166074,,nan,29.748199,-0.16056702
199,138,ar,,576,0.49802039,,nan,29.526352,-0.69711426
200,139,ar,,1565,0.34931031,,nan,29.085285,-1.0517946
201,140,ar,,55409,0.9999693,,nan,37.224998,-3.0699393e-05
202,141,draft,0,63,0.99986522,,0.99669686,36.709412,-0.00013479046
203,141,bonus,,10997,0.87203896,,nan,34.567123,-0.13692118
204,142,ar,,374,0.9683598,,nan,31.046227,-0.032151571
205,143,draft,0,17271,0.8423946,,0.86313837,30.520981,-0.17150672
206,143,bonus,,1172,0.28368879,,nan,28.532681,-1.2598774
207,144,ar,,3055,0.95525066,,nan,36.522346,-0.045781501
208,145,correction,0,979,0.51995986,11,0.58736847,29.313461,-0.65400367
209,146,ar,,279,0.98825282,,nan,32.904022,-0.011816723
210,147,draft,0,729,0.99633356,,0.97929174,34.665581,-0.0036731809
211,147,bonus,,374,0.99487855,,nan,32.054199,-0.0051346055
212,148,ar,,1156,0.68557379,,nan,33.153214,-0.37749914
213,149,ar,,2598,0.74571559,,nan,32.578842,-0.293411
214,150,correction,0,13,0.47503729,11,0.9646488,30.091337,-0.74436198
215,151,ar,,3719,0.3867997,,nan,29.560528,-0.94984828
216,152,ar,,71357,0.99788447,,nan,33.63385,-0.0021177698
217,153,draft,0,6738,0.89843136,,0.99622703,32.577847,-0.10710497
218,153,bonus,,25978,0.55518107,,nan,28.242172,-0.58846097
219,154,ar,,279,0.51622075,,nan,35.682423,-0.66122079
220,155,ar,,1852,0.98328226,,nan,34.036026,-0.016859055
221,156,draft,0,10997,0.90724549,,0.69963206,33.094131,-0.097342199
222,156,bonus,,11,0.53610802,,nan,28.895319,-0.6234196
223,157,ar,,892,0.42675296,,nan,26.443539,-0.85154998
224,158,ar,,374,0.4132927,,nan,27.042255,-0.88359922
225,159,ar,,3170,0.7130098,,nan,27.137369,-0.33826011
226,160,ar,,432,0.82231729,,nan,28.457186,-0.19562896
227,161,correction,0,374,0.50128352,594,0.50207534,28.332943,-0.69058344
228,162,ar,,5823,0.35043838,,nan,26.640091,-1.0485704
229,163,draft,0,438,0.95402551,,0.34488864,31.34012,-0.047064866
230,163,bonus,,264,0.53816946,,nan,35.295937,-0.61958179
231,164,ar,,1638,0.88687658,,nan,32.768417,-0.12004945
232,165,ar,,5693,0.96486522,,nan,35.347115,-0.035766859
233,166,draft,0,382,0.83966691,,0.85588066,30.098286,-0.17475
234,166,bonus,,18,0.99999404,,nan,45.963783,-5.9554306e-06
235,167,ar,,13,0.99999995,,nan,41.648445,-4.963715e-08
236,168,draft,0,3070,0.99999893,,0.99999896,40.702995,-1.0676355e-06
237,168,bonus,,3978,0.96614243,,nan,33.404881,-0.034444011
238,169,ar,,46024,0.51438449,,nan,38.256374,-0.66478426
239,170,draft,0,334,0.99587336,,0.5973148,37.120537,-0.0041351808
240,170,bonus,,510,0.9999311,,nan,43.346977,-6.8902988e-05
241,171,ar,,256,0.99991451,,nan,46.687019,-8.5496562e-05
242,172,draft,0,481,0.99995731,,0.99901229,44.049149,-4.2693131e-05
243,172,bonus,,1565,0.73898254,,nan,36.141304,-0.30248098
244,173,ar,,333,0.99983626,,nan,42.222363,-0.00016375812
245,174,draft,0,308,0.99999996,,0.82407193,41.496662,-3.8944535e-08
246,174,bonus,,304,0.50024589,,nan,32.798805,-0.69265552
247,175,ar,,21438,0.99999997,,nan,40.922569,-3.0582486e-08
248,176,correction,0,18736,0.49149978,44622,0.999985,36.307663,-0.71029379
249,177,ar,,25,0.97227458,,nan,33.913322,-0.028117027
250,178,draft,0,1416,0.69709715,,0.70062856,36.199097,-0.3608305
251,178,bonus,,279,0.82342173,,nan,39.446278,-0.19428678
252,179,ar,,1102,0.55494926,,nan,32.887329,-0.5888786
253,180,ar,,369,0.94797181,,nan,38.95023,-0.053430512
254,181,draft,0,1565,0.94862199,,0.93596666,37.415253,-0.052744882
255,181,bonus,,77,0.99247111,,nan,41.602707,-0.0075573743
