step,call,source,pos_in_draft,token_id,p_target,rejected_token_id,p_draft,logit,logprob
99,25,bonus,,14374,0.99458071,,nan,43.053391,-0.0054340253
100,26,ar,,71287,0.96606828,,nan,42.136017,-0.034520764
101,27,correction,0,271,0.36439692,1447,0.87261276,37.160851,-1.0095116
102,28,ar,,16,0.60061763,,nan,35.987442,-0.50979676
103,29,draft,0,13,0.99999998,,0.73139483,43.267738,-1.8102216e-08
104,29,draft,1,3070,0.99994829,,0.99999956,44.221733,-5.1714897e-05
105,29,correction,2,46402,0.83958135,5152,0.99892568,33.297035,-0.17485191
106,30,ar,,2022,0.99973158,,nan,34.768616,-0.00026846027
107,31,draft,0,95518,0.63253299,,0.99849847,29.149752,-0.45802291
108,31,correction,1,1096,0.57465371,576,0.55230685,31.513956,-0.55398767
109,32,ar,,14762,0.76767776,,nan,34.365997,-0.26438521
110,33,draft,0,17601,0.56237211,,0.67919674,30.156834,-0.57559153
111,33,draft,1,27572,0.8257859,,0.45532278,34.603447,-0.19141973
112,33,draft,2,279,0.99001578,,0.71891525,32.990021,-0.010034395
113,33,draft,3,3059,0.99803199,,0.7485498,36.25016,-0.0019699449
114,33,draft,4,315,0.99999658,,0.98002006,39.175388,-3.417081e-06
115,33,draft,5,11392,0.99818116,,0.99974555,36.173111,-0.0018204993
116,33,draft,6,729,0.99985525,,0.91597919,37.840256,-0.00014476305
117,33,bonus,,6738,0.99998986,,nan,40.068764,-1.0135667e-05
118,34,ar,,323,0.98154031,,nan,31.035633,-0.018632193
119,35,correction,0,312,0.88863576,13451,0.97150667,33.289009,-0.11806784
120,36,ar,,970,0.99980022,,nan,43.407356,-0.00019979684
121,37,draft,0,1105,0.67922327,,0.99906202,35.198681,-0.38680539
122,37,draft,1,979,0.99853442,,0.91802434,34.237988,-0.0014666585
123,37,draft,2,279,0.99998754,,0.91027271,36.212151,-1.2455964e-05
124,37,draft,3,1852,0.99999578,,0.99570563,40.126564,-4.2225171e-06
125,37,draft,4,11127,0.99963031,,0.99803616,35.892334,-0.00036976032
126,37,draft,5,12170,0.99994973,,0.99017969,37.430874,-5.0272864e-05
127,37,draft,6,1549,0.99983418,,0.9937186,38.90789,-0.00016583534
128,37,bonus,,13,0.85997699,,nan,36.215034,-0.15084965
129,38,ar,,1096,0.49258439,,nan,33.366333,-0.70808948
130,39,ar,,54852,0.55883914,,nan,29.288223,-0.58189362
131,40,ar,,47732,0.86194528,,nan,32.845058,-0.14856349
132,41,draft,0,28117,0.94433983,,0.5657166,34.38163,-0.057269188
133,41,draft,1,323,0.57531502,,0.90154082,32.713104,-0.55283753
134,41,draft,2,11941,0.65407788,,0.60728773,30.981878,-0.42452884
135,41,draft,3,24722,0.64844408,,0.66945373,37.555359,-0.43317951
136,41,draft,4,705,0.99998151,,0.63396761,40.95686,-1.8492013e-05
137,41,draft,5,279,0.92687814,,0.99965787,31.118229,-0.075933178
138,41,draft,6,729,0.66707252,,0.83521097,32.628815,-0.40485652
139,41,bonus,,382,0.70897587,,nan,32.381691,-0.34393379
140,42,ar,,17,0.99674312,,nan,40.916862,-0.0032621956
141,43,draft,0,13,1,,0.99493894,44.57901,-3.6303822e-09
142,43,draft,1,3070,0.99998212,,0.99999918,39.80695,-1.7878645e-05
143,43,correction,2,5152,0.96944037,3978,0.99976494,32.470833,-0.031036313
144,44,ar,,19709,0.39128909,,nan,27.362755,-0.93830863
145,45,correction,0,334,0.79258837,95518,0.64689177,32.684784,-0.23245127
146,46,ar,,510,0.9997929,,nan,42.858761,-0.00020712345
147,47,draft,0,256,0.70059083,,0.9966317,42.481255,-0.35583126
148,47,draft,1,481,0.99838138,,0.93287977,42.637238,-0.0016199269
149,47,draft,2,1565,0.54303775,,0.99111599,35.681046,-0.61057645
150,47,draft,3,75326,0.79799745,,0.52567311,34.681709,-0.22564988
151,47,draft,4,39345,0.99999673,,0.77597065,39.330498,-3.2736857e-06
152,47,draft,5,1445,0.99911686,,0.99999008,41.084641,-0.00088353309
153,47,draft,6,11,0.99992993,,0.93818507,41.301895,-7.0075506e-05
154,47,bonus,,21438,0.99999994,,nan,39.18354,-5.9357597e-08
155,48,ar,,1165,0.99920757,,nan,42.076939,-0.00079274892
156,49,draft,0,5410,0.99994362,,0.91768165,38.644974,-5.6378401e-05
157,49,draft,1,44622,0.92417416,,0.99883936,35.069347,-0.078854736
158,49,draft,2,576,0.83232376,,0.98268796,32.946461,-0.18353377
159,49,draft,3,729,0.9637659,,0.61176213,34.384674,-0.036906854
160,49,draft,4,4990,0.82561938,,0.96311278,31.737103,-0.19162141
161,49,draft,5,1378,0.49762818,,0.71308397,37.684956,-0.69790212
162,49,correction,6,5977,0.56410984,5029,0.73723733,39.618771,-0.57250629
163,50,ar,,25,0.51129668,,nan,32.849262,-0.67080527
164,51,draft,0,1565,0.97968292,,0.78014919,38.818436,-0.020526313
165,51,draft,1,77,0.99999999,,0.97783671,47.23098,-6.1952259e-09
166,51,draft,2,63,0.51854103,,0.99999701,37.981087,-0.65673613
167,51,draft,3,320,0.88042292,,0.74038174,34.110191,-0.1273529
168,51,draft,4,1782,0.97787925,,0.8229695,36.842064,-0.022369081
169,51,correction,5,1922,0.47923517,2309,0.98911292,33.196396,-0.73556385
170,52,ar,,315,0.95847676,,nan,32.906075,-0.042409963
171,53,draft,0,279,0.99848835,,0.93887938,38.881725,-0.0015127926
172,53,draft,1,79683,0.98681231,,0.99192888,35.663654,-0.013275415
173,53,draft,2,1372,0.90199404,,0.99591323,42.739952,-0.10314737
174,53,draft,3,311,0.91558534,,0.95670633,36.933174,-0.088191702
175,53,draft,4,12564,0.67638154,,0.90921507,36.822998,-0.39099795
176,53,draft,5,8,0.95596469,,0.47659648,37.585426,-0.045034306
177,53,draft,6,323,0.99999997,,0.96587084,43.427544,-3.4272929e-08
178,53,bonus,,1565,0.96081195,,nan,38.272804,-0.039976569
179,54,ar,,55409,0.99999977,,nan,45.297932,-2.3326207e-07
180,55,draft,0,63,0.96021708,,0.99985772,37.391617,-0.040595897
181,55,draft,1,320,0.99992464,,0.93863781,38.627663,-7.536607e-05
182,55,draft,2,64,0.97373041,,0.99458279,39.304962,-0.026620803
183,55,draft,3,10997,0.99973769,,0.94095118,37.836365,-0.00026234372
184,55,draft,4,311,0.38779161,,0.9904494,30.300825,-0.94728717
185,55,draft,5,3553,0.98540516,,0.52248278,36.763939,-0.014702395
186,55,draft,6,8597,0.79442979,,0.97428632,33.449875,-0.23013066
187,55,bonus,,24182,0.98653407,,nan,40.177299,-0.013557417
188,56,ar,,79683,0.90922021,,nan,33.275261,-0.095167963
189,57,draft,0,5109,0.98051487,,0.66158852,43.92234,-0.01967747
190,57,draft,1,4292,0.83752834,,0.96177827,32.450081,-0.17730018
191,57,draft,2,256,0.73720917,,0.46276902,38.936607,-0.30488362
192,57,draft,3,481,0.99999955,,0.960258,41.105015,-4.4675207e-07
193,57,draft,4,1565,0.68515275,,0.99995612,32.002636,-0.37811348
194,57,correction,5,55409,0.68703445,333,0.39288921,33.027542,-0.37537085
195,58,ar,,1165,0.54930511,,nan,31.742346,-0.59910124
196,59,draft,0,5541,0.99874668,,0.25591662,34.015522,-0.001254111
197,59,draft,1,25,0.87132256,,0.99800529,29.863588,-0.13774304
198,59,correction,2,576,0.51356182,1096,0.69953499,29.550953,-0.66638487
199,60,ar,,1565,0.3571443,,nan,29.162577,-1.0296154
200,61,ar,,55409,0.99996751,,nan,37.128899,-3.2494081e-05
201,62,draft,0,63,0.99984022,,0.99655577,36.678368,-0.00015979626
202,62,draft,1,10997,0.85743621,,0.9989845,34.531525,-0.1538085
203,62,draft,2,374,0.96599946,,0.79583056,30.993685,-0.034592004
204,62,draft,3,17271,0.83912469,,0.86947251,30.414387,-0.17539596
205,62,correction,4,1172,0.28174571,438,0.56322855,28.453945,-1.2667503
206,63,ar,,3055,0.95115047,,nan,36.50576,-0.050083009
207,64,correction,0,979,0.5268903,11,0.59398335,29.404144,-0.64076292
208,65,ar,,279,0.98790762,,nan,32.808041,-0.01216609
209,66,draft,0,729,0.996399,,0.9792787,34.71051,-0.0036075001
210,66,draft,1,374,0.99523777,,0.99567186,32.02803,-0.004773607
211,66,correction,2,1156,0.66893831,2598,0.9324157,33.035164,-0.40206343
212,67,ar,,2598,0.77045208,,nan,32.651657,-0.26077782
213,68,correction,0,13,0.47429638,11,0.96966509,30.142323,-0.74592287
214,69,ar,,3719,0.39977314,,nan,29.518078,-0.91685803
215,70,ar,,71357,0.99807895,,nan,33.689911,-0.0019228931
216,71,draft,0,6738,0.89951209,,0.99632769,32.657631,-0.10590278
217,71,draft,1,25978,0.57777039,,0.9880517,28.326975,-0.54857874
218,71,correction,2,279,0.50862881,419,0.18977881,35.649986,-0.67603678
219,72,ar,,1852,0.98382204,,nan,34.149269,-0.01631025
220,73,draft,0,10997,0.91022408,,0.68536497,33.141476,-0.094064466
221,73,correction,1,11,0.5118975,382,0.76078744,28.901072,-0.66963086
222,74,ar,,892,0.43985611,,nan,26.479382,-0.82130764
223,75,ar,,374,0.41725434,,nan,27.047367,-0.8740593
224,76,ar,,3170,0.73326765,,nan,27.185509,-0.3102445
225,77,ar,,432,0.81536209,,nan,28.367254,-0.20412298
226,78,correction,0,374,0.50086771,594,0.5138817,28.146034,-0.69141327
227,79,ar,,5823,0.33128685,,nan,26.52301,-1.1047707
228,80,draft,0,438,0.95491717,,0.34251904,31.327301,-0.046130675
229,80,correction,1,264,0.56939638,458,0.88026388,35.189442,-0.56317847
230,81,ar,,1638,0.88919956,,nan,32.714642,-0.11743359
231,82,ar,,5693,0.96237414,,nan,35.116875,-0.038351986
232,83,draft,0,382,0.84470458,,0.85044502,30.063007,-0.16876832
233,83,draft,1,18,0.99999498,,0.72002792,46.052269,-5.0220071e-06
234,83,draft,2,13,0.99999995,,0.99991577,41.734032,-4.5510996e-08
235,83,draft,3,3070,0.99999891,,0.99999909,40.761292,-1.0941956e-06
236,83,draft,4,3978,0.96762241,,0.99990514,33.418541,-0.032913343
237,83,draft,5,46024,0.51376268,,0.95313666,38.204811,-0.66599384
238,83,draft,6,334,0.99549643,,0.62571009,36.99461,-0.004513737
239,83,bonus,,510,0.99992782,,nan,43.337471,-7.2187428e-05
240,84,ar,,256,0.99990651,,nan,46.524635,-9.3493111e-05
241,85,draft,0,481,0.99995851,,0.9989739,43.955673,-4.148713e-05
242,85,correction,1,1565,0.73172755,1416,0.99920496,36.134388,-0.31234703
243,86,ar,,333,0.99984136,,nan,42.363083,-0.00015864823
244,87,draft,0,308,0.99999996,,0.81604907,41.33897,-4.3089943e-08
245,87,correction,1,2651,0.50987374,304,0.99986313,32.754059,-0.67359215
246,88,ar,,220,0.99999943,,nan,42.039436,-5.7211142e-07
247,89,draft,0,16,0.99999923,,0.99999517,37.296883,-7.673154e-07
248,89,correction,1,25,0.38622773,44622,0.99993907,34.042404,-0.95132811
249,90,ar,,470,0.99986003,,nan,38.083931,-0.00013998305
250,91,draft,0,308,0.9999999,,0.88623042,40.247856,-9.9417058e-08
251,91,draft,1,44622,0.99598989,,0.99999145,36.693871,-0.0040181713
252,91,draft,2,1416,0.38360212,,0.93733576,33.404037,-0.9581494
253,91,draft,3,1565,0.98509178,,0.68800702,38.388889,-0.015020468
254,91,draft,4,77,0.99999974,,0.92140754,43.895279,-2.6048694e-07
255,91,draft,5,63,0.99990642,,0.9999903,41.015297,-9.3580126e-05
